"id","nome","Municipio","Classificação.autora","UF","decimallon","decimallat"
"308","Torre 24","Dois Irmãos","Guarani","RS",-51.11255754, -29.59245728
"309","Sitio da Casa Azul","Dom Feliciano","Guarani","RS",-52.09858134, -30.70205585
"310","Sitio do Armazem","Dom Feliciano","Guarani","RS",-52.08525062, -30.70141905
"311","RS-119","Eldorado do Sul","Guarani","RS",-51.30501539, -30.00372258
"312","Ponte do Jacui","Eldorado do Sul","Guarani","RS",-51.27272082, -29.99371301
"315","Torre 3","Estância Velha","Guarani","RS",-51.15167595, -29.64905996
"316","RS-FA-24","Faxinalzinho","Guarani","RS",-52.71120401, -27.31334247
"318","RS-FA-15","Faxinalzinho","Guarani","RS",-52.70071269, -27.29991367
"319","RS-FA-55","Faxinalzinho","Guarani","RS",-52.67887183, -27.29674781
"320","GOODYEAR","Glorinha","Guarani","RS",-50.79944444, -29.9075
"321","Santa Rita","Guaíba","Guarani","RS",-51.31864155, -30.0853077
"322","Sitio Arqueológico Arroio do Conde","Guaíba","Guarani","RS",-51.30967261, -30.05432113
"323","Albino Glazel  A","Ibarama","Guarani","RS",-53.28574963, -29.43853893
"327","Ilvo Menegassi","Ibarama","Guarani","RS",-53.27685724, -29.42939903
"328","Armando Hall     A e B","Ibarama","Guarani","RS",-53.25546551, -29.42439522
"329","Deobaldo Ulrich","Ibarama","Guarani","RS",-53.25098552, -29.39928226
"333","Rejane Puntell","Ibarama","Guarani","RS",-53.22740927, -29.35939584
"334","Lajeadinho","Igrejinha","Guarani","RS",-50.75065728, -29.58430681
"335","RST 107","Lajeado Grande","Guarani","RS",-52.02268922, -29.40689244
"336","RST 102","Lajeado Grande","Guarani","RS",-51.95474284, -29.44392874
"337","U - 470","Machadinho","Guarani","RS",-51.80196025, -27.4991409
"342","U-452","Machadinho","Guarani","RS",-51.78888889, -27.50638889
"343","Amancio Rodrigues Pimentel","Machadinho","Guarani","RS",-51.77166667, -27.52888889
"344","U - 487","Machadinho","Guarani","RS",-51.77080489, -27.49116515
"346","Jazida de Areia Walter Medeiros","Maquiné","Guarani","RS",-50.1615666, -29.74281986
"348","Bassani 2","Maquiné","Guarani","RS",-50.12352136, -29.74179211
"349","Ireno Petrini","Marques de Souza","Guarani","RS",-52.15737974, -29.25403365
"350","RST 110","Marques de Souza","Guarani","RS",-52.15169861, -29.23469771
"351","Fredolin Chütz 2","Mata","Guarani","RS",-54.44116667, -29.52816667
"352","Joana M Oliveira","Mato Queimado","Guarani","RS",-54.67146517, -28.26763336
"353","U-447","Maximiliano de Almeida","Guarani","RS",-51.82861111, -27.51555555
"357","U-367: Jose Sudback","Maximiliano de Almeida","Guarani","RS",-51.78472222, -27.52055555
"360","Bacupari","Mostardas","Guarani","RS",-50.38335715, -30.50153281
"362","RS-NO-185","Nonoai","Guarani","RS",-52.80034024, -27.20641481
"364","RS-NO-179","Nonoai","Guarani","RS",-52.78508578, -27.21013003
"367","RS-NO-165","Nonoai","Guarani","RS",-52.77493565, -27.21684781
"368","RS-NO-126","Nonoai","Guarani","RS",-52.77193448, -27.25556121
"369","RS-NO-147","Nonoai","Guarani","RS",-52.77069352, -27.23905978
"371","RS-NO-159","Nonoai","Guarani","RS",-52.76665229, -27.2114197
"379","Sitio do Chapeu","Novo Hamburgo","Guarani","RS",-51.00369027, -29.74384232
"380","Sitio Bier Scharlau","Novo Hamburgo","Guarani","RS",-50.98864525, -29.72269638
"381","Torre 135 / Torre 136","Osório","Guarani","RS",-50.33486831, -29.88028669
"382","drink shampoo","Osório","Guarani","RS",-50.252792, -29.87017839
"383","Lauro Rodrigues","Osório","Guarani","RS",-50.25225625, -29.85037581
"384","Areal Moro","Osório","Guarani","RS",-50.23171746, -29.88277274
"385","Capao da Areia","Osório","Guarani","RS",-50.16666667, -29.98333333
"386","RS - LC - 96","Palmares do Sul","Guarani","RS",-50.47816667, -30.369
"387","Leonardo Boeira","Palmares do Sul","Guarani","RS",-50.38304639, -30.4483637
"388","Fazenda Joao Terra","Palmares do Sul","Guarani","RS",-50.3555, -30.41716667
"389","RS-LC-89","Palmares do Sul","Guarani","RS",-50.35255978, -30.35232935
"390","RS-LC-92","Palmares do Sul","Guarani","RS",-50.35245206, -30.3986751
"392","RS-LC-85","Palmares do Sul","Guarani","RS",-50.34656483, -30.36667448
"395","RS-SIN-005","Parobé","Guarani","RS",-50.90445992, -29.66951797
"396","RS-SIN-004","Parobé","Guarani","RS",-50.89897582, -29.68681492
"397","Las Acacias","Pelotas","Guarani","RS",-52.26566786, -31.76808742
"399","Jose Hillal/ Hospital","Pelotas","Guarani","RS",-52.23605796, -31.75319171
"400","Toto","Pelotas","Guarani","RS",-52.19542019, -31.7232087
"401","Arroio Sujo","Pelotas","Guarani","RS",-52.16431427, -31.70311342
"402","Lagoinha","Pelotas","Guarani","RS",-52.04948727, -31.60817847
"403","Soteia","Pelotas","Guarani","RS",-52.01611246, -31.63146268
"404","Adelar Konrad","Pinhal Grande","Guarani","RS",-53.23988555, -29.41178412
"406","Pedro Osório Stieler","Pinhal Grande","Guarani","RS",-53.22953396, -29.39072038
"407","Praca da Alfandega","Porto Alegre","Guarani","RS",-51.23109483, -30.02948478
"409","Vila Restinga","Porto Alegre","Guarani","RS",-51.13285397, -30.15116227
"410","Sitio Guarani Paina l (RS-PA-01","Quevedos","Guarani","RS",-54.03319383, -29.38876327
"411","Sitio Guarani Paina ll (RS-PA-02","Quevedos","Guarani","RS",-54.02935415, -29.40357725
"412","VEREADOR NELSON ELLI.","Rio dos Índios","Guarani","RS",-52.96144107, -27.17435155
"414","ALBINO CAVASATTO","Rio dos Índios","Guarani","RS",-52.85474094, -27.17109216
"416","RS-RI-103","Rio dos Índios","Guarani","RS",-52.83940713, -27.21260439
"418","RS-RI-55","Rio dos Índios","Guarani","RS",-52.82399298, -27.20771546
"421","Quiterio Pereira","Rio Grande","Guarani","RS",-52.55225888, -32.53929298
"422","Roger Llopart/Mario Rodrigues","Rio Grande","Guarani","RS",-52.50417717, -32.51727397
"423","Floriano Fonseca Peixoto","Rio Grande","Guarani","RS",-52.44217462, -32.28313706
"424","Palma","Rio Grande","Guarani","RS",-52.33027184, -32.04706299
"425","Edmar Mendes da Costa","Rio Grande","Guarani","RS",-52.29765604, -31.86911305
"427","Marcelino do Amaral Brancao","Rio Grande","Guarani","RS",-52.28437834, -32.03025254
"428","Valpirio Mendes Borges","Rio Grande","Guarani","RS",-52.27510578, -31.85893998
"429","Fernando Lopes","Rio Grande","Guarani","RS",-52.27461673, -31.99215694
"431","Valdir Texeira Machado","Rio Grande","Guarani","RS",-52.25798818, -31.86011181
"432","Pedro Ferreira","Rio Grande","Guarani","RS",-52.25515526, -32.04603392
"433","alvaro Bastos","Rio Grande","Guarani","RS",-52.24836133, -31.88772085
"434","Carlos Costa Amaral","Rio Grande","Guarani","RS",-52.2464449, -31.98940581
"439","Lacides Antunes Goncalves","Rio Grande","Guarani","RS",-52.24373988, -32.00465057
"440","Quiteria Barreira 3 - 04","Rio Grande","Guarani","RS",-52.24354668, -32.01466563
"442","Fazenda Soares","Rio Grande","Guarani","RS",-52.2426911, -31.9126744
"444","Fazenda Jose Lerchmann","Rio Grande","Guarani","RS",-52.23899867, -31.92834384
"445","Povo Novo","Rio Grande","Guarani","RS",-52.22470691, -31.92106718
"446","Sitio Mujica","Rio Grande","Guarani","RS",-52.21710625, -32.15000262
"447","Justiniano Nunes","Rio Grande","Guarani","RS",-52.21088382, -32.0387878
"448","Nelson Reis de Oliveira","Rio Grande","Guarani","RS",-52.20321045, -32.08122278
"449","Rosalvo Costa","Rio Grande","Guarani","RS",-52.17796099, -31.91226265
"450","alvaro dos Santos Silva / Antônio Cruz","Rio Grande","Guarani","RS",-52.1682149, -32.11210395
"451","Familia Zogbi","Rio Grande","Guarani","RS",-52.15704421, -32.10543186
"452","Campos da Hidraulica","Rio Grande","Guarani","RS",-52.12709389, -32.05192817
"453","Alberto Tavares Pereira","Rio Grande","Guarani","RS",-52.10706028, -32.03488362
"454","Aldeia da Quaresma","Rolador","Guarani","RS",-54.91825294, -28.20020471
"455","Estancia Velha 1","Santa Maria","Guarani","RS",-54.0150595, -29.68923765
"456","Manuel E. Casanego","Santa Maria","Guarani","RS",-54.00566116, -29.65193131
"457","Iva Teixeira Galvao","Santa Maria","Guarani","RS",-53.99242214, -29.72207719
"459","Eugênio Luiz de avila","Santa Maria","Guarani","RS",-53.9568918, -29.74647849
"460","Jorge Henrique Pedro Rech","Santa Maria do Herval","Guarani","RS",-53.85916789, -29.71651046
"461","Seminario Sao jose","Santa Maria do Herval","Guarani","RS",-53.80485557, -29.71636524
"463","Rodolfo Gomes da Silva","Santa Maria do Herval","Guarani","RS",-53.79591953, -29.70785959
"464","Francisco Barrachini","Santa Maria do Herval","Guarani","RS",-53.78505895, -29.69956513
"465","Rincao dos Flores","Santa Maria do Herval","Guarani","RS",-53.81495262, -29.68681959
"466","Morro da Flecha 2","São Francisco de Paula","Guarani","RS",-50.38701338, -29.48088575
"467","Goiabeira 2","São Francisco de Paula","Guarani","RS",-50.37417766, -29.48324471
"468","RS LC 73","São José do Norte","Guarani","RS",-52.01981057, -31.9730265
"469","Patricia","São Luiz Gonzaga","Guarani","RS",-54.98972548, -28.26878145
"470","Antônio Halmenschlager","São Luiz Gonzaga","Guarani","RS",-54.88580105, -28.33646767
"471","Sao Lourenco Martir","São Luiz Gonzaga","Guarani","RS",-54.70915557, -28.46262254
"472","Reducao de Sao Miguel Arcanjo","São Miguel das Missões","Guarani","RS",-54.55586675, -28.54805452
"473","Sitio Litico de Cacadores Coletores de Floresta com Insercao Ceramica","São Miguel das Missões","Guarani","RS",-54.55083333, -28.59722222
"474","Sr. Solon","Sentinela do Sul","Guarani","RS",-51.58616119, -30.61071478
"475","Bibico Curtinaz Pacheco","Sentinela do Sul","Guarani","RS",-51.54128078, -30.54131009
"477","PARNA V","Tavares","Guarani","RS",-51.15361111, -31.41611111
"478","Estelvadino Luis Rodrigues II","Tavares","Guarani","RS",-51.14944444, -31.44638889
"479","Napoleao Araújo Brum","Tavares","Guarani","RS",-51.13027778, -31.38694444
"480","Capororoca I","Tavares","Guarani","RS",-51.04805556, -31.28444444
"481","Parizinho 4","Tenente Portela","Guarani","RS",-53.73535115, -27.34285421
"482","Familia Nunes","Terra de Areia","Guarani","RS",-50.0950486, -29.61400863
"483","Sanga Funda","Terra de Areia","Guarani","RS",-50.08114961, -29.62299562
"484","Sitio Lima","Terra de Areia","Guarani","RS",-50.04664988, -29.57471989
"485","Mars","Terra de Areia","Guarani","RS",-50.04590638, -29.6231439
"487","Sitio do Onildo Aguiar","Terra de Areia","Guarani","RS",-50.03777492, -29.57979084
"488","Sitio do Areal 2","Terra de Areia","Guarani","RS",-50.02484864, -29.58196168
"489","Sitio arqueológico Trovoada","Terra de Areia","Guarani","RS",-50.01496314, -29.69087143
"490","Fazenda Santo Antônio (Irma da Giza","Terra de Areia","Guarani","RS",-49.99655976, -29.59874775
"491","Familia Machado","Torres","Guarani","RS",-49.77757545, -29.32181162
"492","RS LN - 021","Torres","Guarani","RS",-49.77661667, -29.40068333
"494","Balneario de Itapeva","Torres","Guarani","RS",-49.77034225, -29.391706
"497","Sambaqui da Itapeva 1","Torres","Guarani","RS",-49.75911691, -29.3843464
"500","RS - LN - 016","Torres","Guarani","RS",-49.75506667, -29.3656
"505","RS - LN - 019","Torres","Guarani","RS",-49.74893333, -29.35336667
"508","JAZIDA DE AREIA 5","Três Cachoeiras","Guarani","RS",-49.93032434, -29.46180802
"509","Chimarrao","Três Cachoeiras","Guarani","RS",-49.97827509, -29.49777391
"510","Arroio Itaparú 1","Três Coroas","Guarani","RS",-50.7936011, -29.49364491
"511","Três Coroas","Três Coroas","Guarani","RS",-50.77917319, -29.5153004
"512","Rodeio Bonito 1","Três Coroas","Guarani","RS",-50.70982868, -29.48784777
"514","RS-BJC-002","Triunfo","Guarani","RS",-51.43692064, -29.87239543
"515","Vitelio Martini","Uruguaiana","Guarani","RS",-57.08585281, -29.76191347
"516","RS-343","Uruguaiana","Guarani","RS",-57.04478482, -29.70757634
"518","Fagundes","Uruguaiana","Guarani","RS",-56.99527809, -29.65142997
"519","Balneario S. Marcos","Uruguaiana","Guarani","RS",-56.84587536, -29.50630601
"521","RS-Q-1: Colônia Rizicola","Uruguaiana","Guarani","RS",-56.8, -29.53333333
"522","Valdir Goettems","Venâncio Aires","Guarani","RS",-52.31810008, -29.51000531
"523","Sergio Roesler","Venâncio Aires","Guarani","RS",-52.29908205, -29.54759712
"524","Arno Kistemacher","Venâncio Aires","Guarani","RS",-52.2928419, -29.61673655
"525","Helmuth Bergmann","Venâncio Aires","Guarani","RS",-52.27674474, -29.5522174
"526","Valerno Konrad","Venâncio Aires","Guarani","RS",-52.22824181, -29.53135064
"527","Jose Armindo da Rosa","Venâncio Aires","Guarani","RS",-52.20204269, -29.64986042
"528","Alvicio Böhm","Venâncio Aires","Guarani","RS",-52.09724356, -29.66509963
"529","""Arquilau Vargas \""""B\""""""","Venâncio Aires","Guarani","RS",-52.09288003, -29.60881642
"532","""Jose Armindo Roia \""""A\""""""","Venâncio Aires","Guarani","RS",-52.07883201, -29.62455138
"533","""Paulo Deorr  \""""B\""""""","Venâncio Aires","Guarani","RS",-52.0787888, -29.6819742
"540","Libório Wilms","Venâncio Aires","Guarani","RS",-52.07248265, -29.649185
"541","""Manoel Israel de Freitas \""""A\""""""","Venâncio Aires","Guarani","RS",-52.06398848, -29.62738759
"542","""Joao Ornelio dos Santos \""""B\""""""","Venâncio Aires","Guarani","RS",-52.05251465, -29.62655865
"543","Joao Orlando Fischer","Venâncio Aires","Guarani","RS",-52.17924109, -29.46581789
"544","Laureano Holdenburg","Vera Cruz","Guarani","RS",-52.58732067, -29.66611873
"545","Ilha do Junco","Viamão","Guarani","RS",-51.06555481, -30.35477337
"546","Novo Lar de Menores","Viamão","Guarani","RS",-51.05095414, -30.08936608
"547","Praia da Pedreira","Viamão","Guarani","RS",-51.05035313, -30.35631421
"548","Lagoa Negra 1","Viamão","Guarani","RS",-50.98983345, -30.35811931
"549","Nei Bueno","Viamão","Guarani","RS",-50.92395563, -30.32888646
"550","RS-IJU-016","Vitória das Missões","Guarani","RS",-54.51389491, -28.3989974
"551","Bento Prestes","Encruzilhada do Sul","Guarani","RS",-52.892, -30.845
"552","Reinaldo Kappel ","Candelária","Guarani","RS",-52.681, -29.729
"553","RS-RP-86","Santa Cruz do Sul","Guarani","RS",-52.463029, -29.685423
"554","Bom Jardim Velho","Paverama","Guarani","RS",-51.744271, -29.526978
"556","SC-U-470","Machadinho","Guarani","RS",-51.67, -27.56
"557","Saudade","Uruguaiana","Guarani","RS",-57.075626, -29.737054
"558","Carumbe","Uruguaiana","Guarani","RS",-57.128498, -29.779675
"560","Totó","Pelotas","Guarani","RS",-52.195, -31.711
"561","Camping","Pelotas","Guarani","RS",-52.17478191, -31.71114057
"562","Ribes","Pelotas","Guarani","RS",-52.405, -31.503
"563","Mondai","Vicente Dutra","Guarani","RS",-53.416667, -27.2
"564","RS-T-114","Marques de Souza","Guarani","RS",-52.12836852, -29.28116622
"565","Posto Fiscal","Pinhal da Serra","Guarani","RS",-51.1854, -27.8342
"566","Santa Rita ","Charqueadas","Guarani","RS",-51.533, -29.981
"567","Fazenda Soares ","Rio Grande","Guarani","RS",-52.222, -31.847
"568","Lincoln Steuernagel ","Pinhal Grande","Guarani","RS",-53.332, -29.417
"569","Joao Cantarelli","Restinga Seca","Guarani","RS",-53.383, -29.824
"570","Jeronimo Rodrigues ","Agudo","Guarani","RS",-53.249, -29.761
"571","Arnildo Drew","Santa Maria do Herval","Guarani","RS",-53.644, -29.678
"572","Capane","Restinga Seca","Guarani","RS",-53.17, -29.836
"573","Eri Rampellotto","Faxinal Soturno","Guarani","RS",-53.536, -29.532
"574","Albino Mazzari","Ivorá","Guarani","RS",-53.6, -29.48
"575","Emilio Kieffer","Paraíso do Sul","Guarani","RS",-53.555, -29.659
"578","Adolfo Schenkel","Alto Bela Vista","Guarani","RS",-51.565, -29.372
"579","Barra do Santo Cristo 1","Porto Mauá","Guarani","RS",-54.72, -27.568
"580","Itajuba 1","Porto Mauá","Guarani","RS",-54.668, -27.544
"581","Tres Bocas 2","Porto Mauá","Guarani","RS",-54.656, -27.529
"583","Oscar Mendes","Rio Grande","Guarani","RS",-52.42805, -32.575655
"584","SC-CHA-02","(copiado","Guarani","(copiado",-53.05296388, -27.0016644
"587","SC-CHA-03","(copiado","Guarani","(copiado",-53.03471044, -26.97833735
"588","RS-MSG-117","(copiado","Guarani","(copiado",-52.57967577, -32.5209574
"592","Quiteria Barreira 3 - 01","(copiado","Guarani","(copiado",-52.19536336, -32.00985167
"593","RS - LC - 88","(copiado","Guarani","(copiado",-50.3635, -30.35533333
"599","Tapera","(copiado","Guarani","(copiado",-48.57, -27.69
